-3.652946, 4.810391, -2.459787
-5.600624, 9.729979, 2.954892
-5.604364, 9.765500, 2.944746
-5.577048, 9.768690, 2.948811
-5.550087, 9.776154, 2.954262
-5.521339, 9.784718, 2.961218
-5.496510, 9.788450, 2.965406
-5.474054, 9.796261, 2.968324
-5.452994, 9.803184, 2.974933
-5.441701, 9.808634, 2.975261
-5.416088, 9.810741, 2.980381
-5.397624, 9.815672, 2.983501
-5.391477, 9.818641, 2.985818
-5.375622, 9.822783, 2.987538
-5.366344, 9.826025, 2.990462
-5.360608, 9.824472, 2.989027
-5.358463, 9.825551, 2.988512
-5.352397, 9.830844, 2.989273
-5.344063, 9.834932, 2.992487
-5.346913, 9.838533, 2.993000
-5.345310, 9.838284, 2.995970
-5.339330, 9.837586, 2.994202
-5.334138, 9.836667, 2.994543
-5.334119, 9.836448, 2.991875
-5.334877, 9.835230, 2.993862
-5.335353, 9.833753, 2.996975
-5.328321, 9.831593, 2.995883
-5.326885, 9.833141, 2.996485
-5.324715, 9.833866, 2.996476
-5.326138, 9.832825, 2.991526
-5.321568, 9.833168, 2.996255
-5.316235, 9.837212, 2.999082
-5.311782, 9.837147, 2.998514
-5.316675, 9.832655, 2.997110
-5.321128, 9.831706, 2.996340
-5.322640, 9.833529, 2.997749
-5.318739, 9.832976, 2.997935
-5.320667, 9.836295, 2.998407
-5.318773, 9.834423, 2.997934
-5.318305, 9.831233, 2.997172
-5.323915, 9.832231, 2.994919
-5.329243, 9.833348, 2.997877
-5.328225, 9.830804, 2.997341
-5.325801, 9.828712, 2.995869
-5.322221, 9.830525, 2.997451
-5.325162, 9.831539, 2.995104
-5.327918, 9.832126, 2.995168
-5.329780, 9.832974, 2.996744
-5.325173, 9.834826, 2.997185
-5.330022, 9.833336, 2.998509
-5.329382, 9.833270, 2.997934
-5.325519, 9.836686, 2.996096
-5.327643, 9.835339, 2.996225
-5.323244, 9.835370, 2.995799
-5.330764, 9.834834, 2.996802
-5.337295, 9.834757, 2.997103
-5.345049, 9.834298, 2.994684
-5.339126, 9.833956, 2.996329
-5.331382, 9.835014, 2.995879
-5.317936, 9.836123, 2.998949
-5.319087, 9.837520, 2.999099
-5.319736, 9.840129, 2.999725
-5.314306, 9.839198, 2.999470
-5.311061, 9.838743, 3.000577
-5.317183, 9.837043, 2.998829
-5.310367, 9.836217, 2.999422
-5.312929, 9.837659, 2.998642
-5.316229, 9.838223, 3.000844
-5.323119, 9.837279, 2.999644
-5.319206, 9.840737, 2.999992
-5.315961, 9.841076, 2.999484
-5.309825, 9.840895, 3.001413
-5.315915, 9.840191, 3.001301
-5.321793, 9.840438, 3.000146
-5.328090, 9.840040, 2.998467
-5.324286, 9.840107, 2.997988
-5.326084, 9.839678, 2.998356
-5.326624, 9.838826, 2.997692
-5.322709, 9.840953, 2.999355
-5.319419, 9.836259, 3.000267
-5.322429, 9.839208, 2.996800
-5.322755, 9.839028, 2.996584
-5.319717, 9.837529, 2.997885
-5.323455, 9.839313, 2.997717
-5.328806, 9.839476, 2.996812
-5.329930, 9.838592, 2.997134
-5.333786, 9.838472, 2.996638
-5.332268, 9.835234, 2.995743
-5.327266, 9.834875, 2.998486
-5.334310, 9.832692, 2.996671
-5.332882, 9.834826, 2.996367
-5.337739, 9.835621, 2.993343
-5.336677, 9.839851, 2.994510
-5.332713, 9.840352, 2.997406
-5.329213, 9.841718, 2.998689
-5.336298, 9.840677, 2.999674
-5.334188, 9.837217, 2.996942
-5.331218, 9.837774, 2.996593
-5.331169, 9.838150, 2.998858
-5.335929, 9.835153, 2.998471
-5.332770, 9.835053, 2.997895
-5.328706, 9.836892, 2.996700
-5.325265, 9.836698, 2.996588
-5.325034, 9.832580, 2.996757
-5.315043, 9.835172, 2.995289
-5.318458, 9.837367, 2.997119
-5.318694, 9.836462, 3.000168
-5.318114, 9.838743, 2.999156
-5.319688, 9.842477, 2.997705
-5.319525, 9.840947, 3.001643
-5.325381, 9.839159, 2.998505
-5.321072, 9.838490, 2.999105
-5.319004, 9.840804, 2.996937
-5.321693, 9.839537, 2.997272
-5.324589, 9.839397, 2.997059
-5.328172, 9.840352, 2.997377
-5.328677, 9.837732, 2.998665
-5.326253, 9.839470, 2.997545
-5.327614, 9.836072, 2.999424
-5.329607, 9.837306, 2.997643
-5.326862, 9.838233, 2.997261
-5.326060, 9.837766, 2.998190
-5.326909, 9.838168, 2.998643
-5.325416, 9.833323, 2.998089
-5.325874, 9.830132, 2.998232
-5.319820, 9.835474, 2.997045
-5.318869, 9.838579, 2.998483
-5.312158, 9.840967, 2.998098
-5.311653, 9.840867, 2.999490
-5.317075, 9.844612, 2.998634
-5.318007, 9.845841, 3.001925
-5.316770, 9.847591, 3.000537
-5.319910, 9.842097, 2.999621
-5.312768, 9.842121, 3.000022
-5.316765, 9.842631, 2.999214
-5.325004, 9.839922, 2.997037
-5.317207, 9.839389, 2.998511
-5.312155, 9.840256, 3.001601
-5.312091, 9.841051, 2.999545
-5.317268, 9.838571, 3.000639
-5.312962, 9.837762, 2.996535
-5.308917, 9.838785, 2.996746
-5.309893, 9.839137, 3.001481
-5.313294, 9.835719, 2.998527
-5.319988, 9.834539, 2.996477
-5.322418, 9.833876, 2.999107
-5.329447, 9.836438, 2.997626
-5.326991, 9.833746, 2.997581
-5.331732, 9.835333, 2.996636
-5.327263, 9.835615, 2.994518
-5.332441, 9.839413, 2.995928
-5.332570, 9.839124, 2.995937
-5.326608, 9.840164, 2.996836
-5.322513, 9.841913, 2.999695
-5.324027, 9.838422, 2.999166
-5.319642, 9.839473, 2.997834
-5.317732, 9.837851, 2.998755
-5.328163, 9.834524, 2.995947
-5.332474, 9.834496, 2.997736
-5.329031, 9.834493, 2.996985
-5.323483, 9.835108, 2.995519
-5.327380, 9.836134, 2.996749
-5.322098, 9.835144, 2.997761
-5.318540, 9.832755, 2.997770
-5.316588, 9.834583, 2.995971
-5.314753, 9.835340, 2.999314
-5.314187, 9.838085, 2.999167
-5.314587, 9.839351, 2.999326
-5.316485, 9.838085, 3.000244
-5.311755, 9.837791, 2.998334
-5.314541, 9.836564, 2.999708
-5.309370, 9.837749, 2.999864
-5.307028, 9.840929, 2.998899
-5.308023, 9.842398, 2.998155
-5.305267, 9.842516, 2.999864
-5.304205, 9.842214, 3.001534
-5.310724, 9.841516, 3.000700
-5.312095, 9.838861, 2.998516
-5.310787, 9.839289, 3.001844
-5.312133, 9.841732, 2.999129
