14.1167446723,-17.8509060144
13.9421665263,-18.2107983191
13.7675883803,-18.5706906237
13.5930102343,-18.9305829284
13.4184320883,-19.290475233
13.2438539423,-19.6503675376
13.0692757963,-20.0102598423
12.8595909069,-20.4425245893
12.2254727433,-20.7685500404
11.6614739397,-20.4082320031
11.80864526,-20.0362903376
11.9558165803,-19.6643486722
12.1029879006,-19.2924070068
12.2501592209,-18.9204653414
12.3973305412,-18.5485236759
12.5445018615,-18.1765820105
12.6916731818,-17.8046403451
12.8388445021,-17.4326986797
12.9860158224,-17.0607570142
13.1331871427,-16.6888153488
13.280358463,-16.3168736834
13.4275297833,-15.944932018
13.5747011037,-15.5729903525
13.721872424,-15.2010486871
13.8690437443,-14.8291070217
14.0162150646,-14.4571653563
14.297806144,-13.7455086638
14.5519363619,-14.0544064338
14.8060665799,-14.3633042038
14.9526387916,-14.9517938018
14.9233907884,-15.3507230616
14.8941427853,-15.7496523214
14.8648947822,-16.1485815812
14.835646779,-16.547510841
14.7984804327,-17.0544426454
14.538372261,-17.3583237718
14.1167446723,-17.8509060144
